object_id,message,created_time,updated_time,from.name
1790811841175656_3461386000784890,🤩🤩本所「農村社會創新之在地實踐經驗分享」1月份講座即將召開，歡迎有興趣的朋友踴躍報名參加。🎉​🎉 ​ ​ ▶️主題：農村社會創新之在地實踐經驗分享：串連生產者與消費者的「三小市集」——談農民市集與疫情下發展蔬菜箱​ ▶️講者：李宜倩（三小文創有限公司執行長）​ ▶️時間：3月7日(一)，14:00-17:00​ ▶️地點：中研院社會所802會議室及Webex線上會議室​ ▶️報名：https://forms.gle/EJ684C1eCG5dqVys9 ▶️主辦：中研院社會所 ▶️活動聯絡：邱先生，houwensso@gate.sinica.edu.tw​ ​ 👩‍🏫講者簡介🧾​ 李宜倩是「三小文創」的負責人與執行長。以雲林為基地，從大學畢業專題的「三小棟計畫」，到今日的「三小市集」，李宜倩懷抱著「小人物、小土地、小滿足」的核心理念，持續嘗試著各式各樣幫助小農行銷農產品的經濟模式。​ ​  ​ 📝演講簡介🎙​ 「三小市集」的初衷在於在生產者與消費者之間建立一座橋樑，創造雙方面對面溝通理念的機會，一方面保障友善耕作的農民收益，另方面將食農教育的理念推廣給消費者。除了市集外，「三小市集」也設立實體與網路店舖、推出「共食計畫」與在地餐廳合作、舉辦新米發表會、復興傳統食材並開發創新產品，以及小家庭年菜料理包集資計畫等。​  ​ ​ 【活動注意事項】​ ✅講座採現場及線上同時進行，請於報名時勾選參與方式，線上參與者於3月4日將提供線上連結予報名者。​ ✅與會前兩週內如曾有呼吸道症狀或發燒者，請避免參加活動。​ ✅活動進行時，請務必全程配戴口罩。（來賓請自備口罩）,2022-02-11T01:42:37+0000,2022-02-11T04:21:03+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3459576007632556,🤩🤩本所「大數據與複雜網絡運算社會學」主題小組於2月將舉辦一場演講，歡迎有興趣的您報名參加🎉🎉​ ​ ▶️講題：香港民族主義：主題網絡之應用​ ▶️講者：何俊霆（中研院人文社會科學研究中心博士後研究員）​ ▶️主持：江彥生（中研院社會所研究員兼副所長）​ ▶️時間：2022.02.18（五），14：30-16：30​ ▶️地點：中研院社會所802會議室（人文社會科學館南棟8樓）​ ▶️報名：https://forms.gle/RTUfKQ8DXvDR6mce7 ▶️主辦：本所「大數據與複雜網絡運算社會學」主題小組​ ▶️活動聯絡：梁雅惠，as0200802@gate.sinica.edu.tw​ ​ ​ 【演講簡介】​ 本研究以臉書數據研究民族主義者如何利用民族主義論述以推進他們的議程。本研究採取混合研究方法，先從定量階段開始，以主題模型識別香港民族主義者臉書專頁中反複出現的主題，並以語義關聯生成主題網絡以識別論述中的核心主題。而在定性階段，本研究對核心主題的文本進行論述分析。研究結果發現，香港民族主義論述包含三個框架：構建中國威脅論的威脅框架、介入本土主義和民族主義辯論的身份框架，以及討論應對中國威脅所採取的行動的行動框架。​ ​ ​ 【活動注意事項】​ 1️⃣本場次演講規劃現場及線上參與（Webex線上會議）兩種形式。 2️⃣與會前兩週內如曾有呼吸道症狀或發燒者，請避免參加活動，您可以線上參與方式參加。 3️⃣來賓請自備口罩，並於活動進行時，務必全程配戴口罩。,2022-02-08T09:54:58+0000,2022-02-17T08:17:59+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3459424074314416,📽📽📽中研院社會所、臺中東勢大茅埔調查團及臺大出版中心於1月26日共同舉辦的「界外私墾、人群分類與社會抗爭：清代樸仔籬地方（新社、石岡、東勢）案例」線上講座影音檔來囉！​ ​ 👉歡迎還沒聽的朋友、想一聽再聽的朋友趕快來點閱收看！​ ​ ​ ▶️講題：界外私墾、人群分類與社會抗爭：清代樸仔籬地方（新社、石岡、東勢）案例​ ▶️主講：柯志明（中央研究院社會學研究所特聘研究員）​ ▶️主持：劉懷仁（國立陽明交通大學客家文化學院博士生）​ ▶️與談：張圭熒（大茅埔調查團顧問）​ ▶️簡報：https://reurl.cc/RjLm06,2022-02-08T04:56:43+0000,2022-02-12T06:27:16+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3449789731944517,"📣📣📣今年度第一場週五論壇來囉～ 📣📣📣歡迎有興趣的朋友報名參加​ ​ ▶️講題：人們如何用記憶來調適因流離而產生的社會創傷:以戰後在台灣的外省人為例​ ▶️講者：楊孟軒（美國密蘇里大學歷史系副教授）​ ▶️與談：張茂桂（中研院社會所兼任研究員）、王甫昌（中研院社會所研究員）​ ▶️主持：汪宏倫（中研院社會所研究員兼副所長）​ ▶️時間：2022.02.25（五），14：30-16：30​ ▶️地點：中研院社會所802會議室（人文社會科學館南棟8樓）​ ▶️報名：https://forms.gle/kmW2rUge5biYK97d8 ▶️活動聯絡：梁雅惠， as0200802@gate.sinica.edu.tw​ ​ 🕵️‍♀️演講簡介​📋 今日台灣，提到外省人的時候，多數的年輕人腦中浮現的是一個遙遠時空中的存在，一群沉浸在思鄉情緒中的優勢少數外來者，與在地現實生活脫節。與之伴隨的是一些爭議點：這群因中國內戰而被迫移民到台灣的人（以及他們在台灣的部分後代）應該要被視為是「殖民者」還是「離散者」？一個叫做外省人的「族群」，不論是現在還是在過去，是否真正存在？當代台灣社會中，有關外省人最顯著的集體歷史記憶就是眷村和老兵的故事，以及民主化之後才被彰顯的1949大江大海戰爭逃難經歷。但這類歷史經驗，對真正生活在1950、1960年代還有1970年代初期的外省人，在現實生活中，並無多大的意義。事實上，作為受創與離散人群，外省人流離情境的變化和他們與之相對應之集體記憶與歸屬感，是隨著時間與世代而演變的。作為一個社會史、移民史與記憶研究學者，我的視角和出發點，以及我所呈現的在台外省人創傷與流離之歷程，與台灣現存主流論述不同。在此次的演講中，我將與聽眾分享拙作The Great Exodus from China: Trauma, Memory, and Identity in Modern Taiwan (Cambridge University Press, 2020)的一些主要論點與歷史考證。重點在呈現人們是如何用集體（社會）記憶來調適因流離而產生的創傷。而這樣子歷史經驗的呈現，不但加深了我們對外省歷史與外省人台灣認同的了解，同時也挑戰了西方學界對於創傷記憶研究的一些基本範疇。​ ​ 👩‍🏫講者簡介​📖 楊孟軒（Dominic Meng-Hsuan Yang），加拿大英屬哥倫比亞大學歷史博士，現任美國密蘇里大學（University of Missouri-Columbia）歷史系副教授。楊教授14歲與家人移民加拿大。他從事台灣外省人創傷記憶、香港調景嶺、大陳義胞、蔣介石銅像等研究，在集體（社會）記憶、創傷理論、離散研究、族群和解與轉型正義等相關議題，有出色的著作與論析。楊教授2010至2011年間曾獲中研院社會所博士培育計畫。其他殊榮包括加拿大聯邦政府社會科學與人文研究委員會獎助金、英屬哥倫比亞省政府太平洋世紀獎助金、蔣經國基金會青年學者研究獎、外交部Taiwan Fellowship, 美國威爾遜中心Taiwan Fellow等等。他的著作The Great Exodus from China: Trauma, Memory, and Identity in Modern Taiwan (Cambridge University Press, 2020)榮獲2020年記憶研究學會（Memory Studies Association）首書獎，也獲2021年全美國際圖書獎（International Book Award）推薦最佳歷史書籍的入選名單。同時，楊教授因優異的研究成果與學術名聲獲密蘇里大學學院長頒授「傑出青年學者研究與創造獎」。在過去二十年來，楊教授是密大歷史系唯一獲頒此獎項的學者。​ ​ ​ 🧐請來賓注意以下防疫事項👀​ 🔸本場次演講，開放現場參與及本所臉書同步直播。​ 🔸與會前兩週內如曾有呼吸道症狀或發燒者，請避免參加活動，您可至本所臉書粉絲專頁收看直播。​ 🔸來賓請自備口罩，並於活動進行時，務必全程配戴口罩。​ 🔸進入會議室前，請先以酒精消毒手部。",2022-01-25T10:05:17+0000,2022-02-07T06:39:27+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3444820145774809,📣📣📣【延期舉辦公告】各位粉絲朋友好，因逐漸升溫的Covid-19疫情，本院已公告相應的防疫規定，故原訂本週五（1/21）伊慶春兼任研究員的火炬演講，將暫時取消，造成您的困擾，敬請見諒。​ ​ 待疫情趨緩後，我們將擇日辦理，屆時仍期待各位朋友能共襄盛舉，謝謝。📣📣📣,2022-01-18T05:59:26+0000,2022-01-18T06:01:43+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3431064923816998,📣📣📣COVID-19爆發後帶來全球性的衝擊，影響涵蓋了科學、醫療、公共衛生、歷史、社會文化等各面向，本所即將舉辦的「COVID-19 全球與台灣治理」研討會，預計從人文社會科學跨領域的角度切入，深入探究台灣防疫的特殊治理模式，歡迎有興趣的朋友，踴躍報名參加。相關訊息如下：​ ​ ​ ▶會議主題：「COVID-19全球與台灣治理」研討會​ ▶會議時間：2022年1月26-27日（週三、週四）​ ▶會議地點：中央研究院人文社會科學館南棟8樓社會所802會議室​ ▶報名連結：https://forms.gle/u5ESST7xAbM3DRGN8 ▶報名名額：人數隨疫情變化滾動式調整，不便之處，敬請包涵。​ ▶報名期限：即日起至2022年1月20日。​ ▶聯絡窗口：王彛中（02-2652-5115，as0200838@gate.sinica.edu.tw）​ ▶主辦單位：中央研究院社會學研究所​ ​ ​ 📜活動說明👀​ 1️⃣本場研討會僅開放現場參與，無提供線上參與形式。​ 2️⃣為因應防疫，現場參與者請自備口罩並於活動時全程配戴。​ 3️⃣為響應環保，請自行攜帶環保杯。​ 4️⃣交通資訊：https://www.ios.sinica.edu.tw/intro/contact.php,2021-12-30T02:46:39+0000,2021-12-30T08:52:25+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3424896841100473,"📣📣📣本所即將舉辦伊慶春研究員的火炬演講，歡迎各位朋友手刀報名參加！！！​📣📣📣 ​ ✒️講題：分享四十年社會學職涯的學思歷程：回顧與感恩​ ✒️講者：伊慶春（中研院社會所兼任研究員）​ ✒️主持：陳志柔（中研院社會所研究員兼所長）​ ✒️時間：2022.01.21（五），14：30-16：30​ ✒️地點：中研院人文社會科學館南棟3樓第2會議室​ ✒️報名：https://forms.gle/a2c185usgUA3JfuQA ✒️活動聯絡：梁雅惠，as0200802@gate.sinica.edu.tw​ ​ 📜演講簡介​🥳 此次演講將從本人於1981年8月進入中研院談起。主要內容以這四十年來所參與的主要研究計劃及其重要成果，分為三個時期作一簡短回顧。​ ​ 1️⃣1981-1997初入中研院的第一階段​ 研究議題包括國民住宅、子女照顧、夫妻權力與婚姻調適，​也啟動社會意向面訪調查、雛妓問題、私立大專院校轉型、​以及後來延伸至跨華人社會比較研究的臺灣婦女家庭地位課題。​ ​ 2️⃣1997-2007 社會學研究所初創時期​ 研究議題有接續前述研究拓展而來的華人社會婦女家庭地位以及​台北市色情產業與性交易政策；亦有新興的子女價值觀之國際比較研究，​並參與社會所推動的臺灣青少年成長歷程研究。​ ​ 3️⃣2007-2021 人文館南棟的社會學研究所時期​ 主要課題為持續推動長期追蹤研究的臺灣青少年成長歷程─從青少年階段至成人初期，亦啟動臺灣基督信仰調查並積極參與國內外的家庭相關研究。​ ​ 回顧四十年來的研究歷程，大致有四個特色：調查訪問為主、深入訪談為輔；多為長期性研究規劃；以研究小組推動；學術機構、政府、民間學術單位支持皆有。研究主軸則環繞在家庭制度以及家庭運作的持續與改變。針對上述研究成果，將從家庭研究角度切入，試圖提出不同研究發現的重要學術意涵。此外,也將簡短分享在國際學術參與和專業服務方面的心得與反思，或許能提供年輕世代參考。​ ​ 🎯活動說明​👀 ▶️本場次演講，開放現場參與及本臉書粉絲頁同步直播。​ ▶️因應防疫措施，現場參與請自備口罩，活動進行請全程配戴口罩。​ ▶️與會前兩週內如曾有呼吸道症狀或發燒者，請避免參與活動，您可以線上方式參與。",2021-12-21T08:00:18+0000,2022-01-17T07:24:28+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3411623952427762,📣📣「2021 中研院院區開放＿中研院社會所科普系列演講」第二場次講座影音檔來囉～​ ​ 🥳歡迎您點閱收看🕵️‍♂️​ ​ ▶️講題：公民社會與教育─社會學者 VS. 中學教師​ ▶️時間：2021年10月30日（六）下午14:30-16:00​ ​ ▶️主持：​ 張茂桂（中研院社會所兼任研究員）​ 郭復齊（台南一中教師）​ ​ ▶️講者：​ 瞿海源（中研院社會所退休研究員）​ 蕭新煌（中研院社會所兼任研究員）​ 周威同（台東女中教師）​ 郭孟佳（曾文農工教師）,2021-12-03T11:39:53+0000,2021-12-03T11:49:01+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3411461109110713,"📣📣📣本所蕭阿勤研究員所著Politics and Cultural Nativism in 1970s Taiwan: Youth, Narrative, Nationalism（1970年代台灣的政治與文化本土主義：青年、敘事與民族主義）一書之新書座談會即將於明年1月召開，歡迎有興趣的朋友踴躍報名參加！🎉🎉🎉 ​ ​ ▶️講者：蕭阿勤（中央研究院社會所研究員）​ ▶️主持：陳志柔（中央研究院社會所所長）​ ▶️與談：何明修（臺大社會系教授/科技部人文社會科學中心主任）​  ​ ​ ​ ​ ​           M. Frank Muyard (梅豪方)                （法國遠東學院臺北中心主任/中央大學法文系副教授）​  ​ ​ ​ ​ ​           姚人多（清華大學社會學研究所副教授）​ ▶️時間：2022.01.07（五），14：30-17：00​ ▶️地點：中央研究院人文館南棟8樓802會議室​ ▶️報名：https://forms.gle/kYAtHREhCCKgnV6j9 ▶️活動聯絡：梁雅惠，as0200802@gate.sinica.edu.tw​ ​ ​ 🥳新書簡介📰 二十世紀中葉，中華民國與中華人民共和國開始隔海對峙。世紀末以來， 民主台灣與共產中國漸行漸遠。民主化與本土化是導致台灣與中國產生重大分歧的關鍵因素，而本書是對台灣民主化、本土化的一個考古探究。1970年代初，國民黨威權統治面臨重大的外交挫敗。在戰後台灣成長而對中國大陸幾無親身經驗的年輕一代，開始挑戰現狀。作者運用各種史料，詳細考察 70年代年輕一代的學生運動份子、文化界人士、文學作家、「黨外」政治異議者等，如何在中國民族主義的歷史敘事架構下發現台灣，重新認識並書寫台灣被殖民的過去與當下的社會政治現實，同時積極行動，籲求擺脫流亡心態、政治上民主改革、文化上回歸鄉土。他們的政治投入、文學創作與歷史探索，對於激發本土意識、重塑國族認同有關鍵作用，為80年代後的臺灣民族主義發展與民主化奠定基礎。​ ​ 1970年代與之後台灣政治與文化變遷的關連與差異，長久以來有待澄清。年輕世代在70年代動盪變化中的重要角色，一向更被忽略。這本新書結合世代研究與敘事認同理論，以新觀點剖析這個台灣戰後的關鍵時期，為社會學、歷史學、政治學、文學、文化研究、台灣研究、東亞研究帶來重要的貢獻。​ ​ 📚出版資訊：2021, New York: Columbia University Press. 📲書籍連結：https://reurl.cc/emab8j ​ ​ ​ 🎯活動說明🧐 1️⃣本座談會開放現場參與及線上臉書同步直播。​ 2️⃣為因應防疫措施，與會前兩週內如曾有呼吸道症狀或發燒者，請避免參加活動，您可以線上方式參與。​ 3️⃣請現場參與來賓自備口罩並於活動中全程配戴。",2021-12-03T04:08:00+0000,2021-12-29T06:24:09+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3404343053155852,🎊🎊🎊12月份週五論壇來囉！🎊🎊🎊 🎉歡迎有興趣的朋友報名參加！🎉​ ​ ▶️講題：「暗網」哪裡不同？以台灣海上犯罪活動的共犯網絡為例（What is peculiar about ‘dark network’? A case study of the maritime crime collaboration in Taiwan）​ ▶️講者：江彥生（中研院社會所研究員）、張伊君（國立臺灣大學資訊管理博士候選人）、翁韡（海巡署科技鑑識科科長）​ ▶️主持：曾凡慈（中研院社會所助研究員）​ ▶️時間：2021.12.17（五），14：30-16：30​ ▶️地點：中研院社會所802會議室（人文社會科學館南棟8樓）​ ▶️報名：https://forms.gle/yGE5nanA22fgRfjY6 ▶️活動聯絡：梁雅惠，as0200802@gate.sinica.edu.tw​ ​ 📇演講簡介👀​ 「暗網」，泛指高度機密、見不得光的合作關係網絡。與一般社會網絡不同，暗網的連結既要完成某個使命或任務，又要兼顧行動的機密，不能讓行動者和他/她們的關係曝光。舉凡組織犯罪、地下經濟、政治反動、恐怖攻擊等，都是暗網的例子。那麼，暗網與一般的社會網絡哪裡不同？同時要兼顧完成目標與行動機密，會譜出怎麼樣的關係網絡？在本演講中，主講人將與兩位執法界的合作者，一同解析台灣海上犯罪活動的共犯網絡。​ ​ 🥳講者簡介​🤩 👨‍💻江彥生博士，是中央研究院社會學研究所研究員，他的研究興趣在社會網絡、社會心理學、實驗方法等領域。這次演講內容，是他第一次走出學術象牙塔，與政府執法單位合作，利用社會網絡分析的方法，解析台灣海上犯罪活動的共犯生態。​ ​ 👩‍💻張伊君小姐，是國立臺灣大學資訊管理博士候選人，目前任職於內政部刑事警察局。她將機器學習、社會網絡分析等方法，應用於組織犯罪偵察上。舉凡像是詐騙集團、走私集團等犯罪，都是她曾涉獵、研究的案例。​ ​ 👨‍💻翁韡先生，為海巡署科技鑑識科科長，近來致力於推動「智慧辦案」，利用大數據分析方法，將海巡署的辦案偵察模式，從傳統的單一個案視野，提升到罪犯網絡、跨國集團的層次，期待新的科技與更廣的視野，有助於精準打擊犯罪。​ ​ 🎯活動說明​🤔 1️⃣本場次開放現場及線上參與同時進行，請於報名時勾選參與方式，活動前將提供線上連結予報名者。​ 2️⃣為因應防疫措施，與會前兩週內如曾有呼吸道症狀或發燒者，請避免參加活動，您可以線上參與方式參加。​ 3️⃣室內如無法保持1.5公尺之社交距離，請全程配戴口罩。（來賓請先自備口罩）​ 4️⃣進入會議室前請先以酒精消毒手部。,2021-11-23T04:56:51+0000,2021-12-31T01:26:50+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_4448906705165036,本屆論壇簡介： 當代社會中各種現象的影響要素，並非如其表面呈現般的單一，而是在其背後的各種不同要素之間相互作用下的結果，使得文化、政治、科技、宗教、教育等看似不同的議題領域的邊界也不盡然如此絕對，面對社會變遷過程中不斷出現的新議題，對於眼前之所見的成因解釋，似乎也必須嘗試跨越各研究領域邊界進行理解，才能更具穿透性地了解構成眼前所見事件的結構推力。第六屆中央研究院社會學研究所博士後學者論壇，針對現象成因的持續探問，如日常生活中所使用到的科技成果，是否只因科技研發與創新？宗教團體的出現與形成，仙佛神靈是否是其主要構成的要素？在政府主導的國民教育之外，人們又受到何種形式的教育，並且影響著個人未來的職涯發展？而以「政治中的科學與科技」、「宗教中的政治與文化」與「人力的流動和投資：市場與制度的觀點」為主題，嘗試進行奠基在學理基礎上的詮釋與理解，並期待透過與現場與會的學者討論，豐富各主題的論述深度與推進文獻及理論架構的視野。,2021-11-22T05:21:45+0000,2021-11-22T09:08:54+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_924727211780321,ℹ️本屆論壇簡介： 當代社會中各種現象的影響要素，並非如其表面呈現般的單一，而是在其背後的各種不同要素之間相互作用下的結果，使得文化、政治、科技、宗教、教育等看似不同的議題領域的邊界也不盡然如此絕對，面對社會變遷過程中不斷出現的新議題，對於眼前之所見的成因解釋，似乎也必須嘗試跨越各研究領域邊界進行理解，才能更具穿透性地了解構成眼前所見事件的結構推力。第六屆中央研究院社會學研究所博士後學者論壇，針對現象成因的持續探問，如日常生活中所使用到的科技成果，是否只因科技研發與創新？宗教團體的出現與形成，仙佛神靈是否是其主要構成的要素？在政府主導的國民教育之外，人們又受到何種形式的教育，並且影響著個人未來的職涯發展？而以「政治中的科學與科技」、「宗教中的政治與文化」與「人力的流動和投資：市場與制度的觀點」為主題，嘗試進行奠基在學理基礎上的詮釋與理解，並期待透過與現場與會的學者討論，豐富各主題的論述深度與推進文獻及理論架構的視野。,2021-11-22T01:18:50+0000,2021-11-22T02:50:48+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3400907383499419,🎊🎊本所「農村社會創新之在地實踐經驗分享」系列講座，12月場次即將召開，歡迎有興趣的您踴躍報名參加🎊🎊​ ​ 🔎主題：農村社會創新之在地實踐經驗分享：學校午餐吃有機─縣市級農會串起的夥伴關係 ​ 🔎講者：林羅生（桃園市農會推廣部主任）​ 🔎時間：12/9（四），14:00-17:00 ​ 🔎地點：本所802會議室及線上會議室​ 🔎主辦：中研院社會所​ 🔎報名：https://forms.gle/E8r8LMduk8Qhdh1k9  📇簡介📣​ 林羅生為桃園市農會推廣部主任，在桃園市農會深耕已久，從原桃園縣農會到桃園升格直轄市後變為桃園市農會，皆任職於此，曾擔任桃園縣農會推廣課課長、桃園市農會農產品加工部主任。​ ​ 在新北市推動有機營養午餐計畫時，桃園市農會便集合有機農友供應給新北市，2014年桃園市政府開始推學校午餐吃有機蔬菜，桃園市農會也隨之協助配合，也輔導當地業者。有機校園午餐擴大推動後，當地團膳業者無法負擔增加的蔬菜量，桃園市農會於是設立截切場，進入截切場的有機蔬菜須符合品質，同時保障生產者和採購者，三方之間建立穩定的信任關係。​ ​ 🎯活動注意事項👀​ 1.講座採現場及線上同時進行，請於報名時勾選參與方式，活動前將提供線上連結予報名者。​ 2.與會前兩週內如曾有呼吸道症狀或發燒者，請避免參加活動。​ 3.活動進行時，請務必全程配戴口罩。（來賓請自備口罩）,2021-11-18T09:11:43+0000,2021-11-18T09:18:34+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3399936980263126,"📣📣📣本所蕭阿勤研究員新書Politics and Cultural Nativism in 1970s Taiwan: Youth, Narrative, Nationalism (A-chin Hsiau, Columbia University Press)，已於本月出版上市。​ ​ 🤩11月17日SOAS也有一場線上新書發表會，訊息如下：​ https://reurl.cc/73Np8d​ ​ 🤓歡迎大家線上收看🥳",2021-11-17T03:46:12+0000,2021-11-18T10:12:22+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3394602664129891,主 ​ ​ ​ 題：《熟番與奸民：清代臺灣的治理部署與抗爭政治》新書發表會​ 主講人：柯志明(中央研究院社會學研究所特聘研究員 )​ 時　間：2021.11.05 14:30-16:30​ 地　點：中央研究院人文館南棟3樓第二會議室​ 主持人：陳志柔（中央研究院社會學研究所所長）​ 與談人：王甫昌（中央研究院社會學研究所研究員）​  ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ 詹素娟（中央研究院臺灣史研究所副研究員）​  ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ 李文良（臺灣大學歷史系教授兼系主任）​ ​ ​ 【新書簡介】​ 本書以平埔族岸裡社群作為主要案例，探討清代臺灣的治理部署與抗爭政治。除說明三層式族群空間體制如何在國家權力策略性的治理部署與底層──「熟番」與「奸民」──的對應行動和反抗下，生成與轉化之外，同時試圖闡明國家權力在十九世紀時於前述常態治理體制之外兼行運用權變部署，「兼用經權」，利用漳泉客社群分類矛盾分化漢人社會，終至以權害經，造成民間武力的坐大與失控，以致殃及前者。​ ​ 藉由探究三層式族群空間體制的生成與危機，作者釐清國家權力利用生番／熟番／漢人族群歧異、分帶隔離治理的策略部署，並說明其如何適得其反地造成十八世紀末臺灣史上最大的動亂：由沿山漢人界外私墾勢力發動的林爽文事件。藉由分析與三層制配套成形的番政變革，進入熟番社內，探究國家權力為達成與熟番族群的結盟策略而進行的收編和滲透，如何造成平埔族社會內部的階層分歧、內鬥以及裂解離散。​ ​ 透過體制分析，本書首度為清代臺灣長程的社會變遷建構一主體性史觀。研究方法結合社會科學與歷史敘事，頗具開創性與啟發性。對於官方史料（特別是宮廷檔案）以及民間公私藏古文書（以岸裡大社古文書為主）等龐大一手資料的整理與解讀，深入而且詳盡，使用QGIS繪製的歷史地圖亦極具參考價值。無疑將成為臺灣史研究的重要里程碑。,2021-11-10T06:06:20+0000,2021-11-10T06:14:12+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3390644821192342,📣📣📣為回應許多熱情朋友，本所將陸續上架10月30日、31日舉辦的「2021 中研院院區開放＿中研院社會所科普系列演講」🕵️‍♂️​ ​ 🥳首場講座訊息如下，歡迎您點閱收看🥳​ ​ ▶️講題：土牛番界：清代臺灣的封禁與叛亂​ ▶️主講人：柯志明（中央研究院社會學研究所特聘研究員）​ ▶️時間：2021年10月30日（六）下午14:30-16:00​ ▶️簡報：https://reurl.cc/dx91dy,2021-11-05T03:23:56+0000,2021-11-05T03:23:56+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3390651761191648,📣📣📣為回應許多熱情朋友，本所將陸續上架10月30日、31日舉辦的「2021 中研院院區開放 ​ 中研院社會所科普系列演講」🕵 ​ 🥳首場講座訊息如下，歡迎您點閱收看🥳 ​ ▶️講題：土牛番界：清代臺灣的封禁與叛亂​ ▶️主講人：柯志明（中央研究院社會學研究所特聘研究員）​ ▶️時間：2021年10月30日（六）下午14:30-16:00​ ▶️簡報：https://reurl.cc/dx91dy,2021-11-05T02:02:32+0000,2021-11-05T02:02:32+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_279798047362444,📌簡　介：  本演講將介紹兩個組織位階與群體合作的數學模型⼀雙階層模型與任意階層模型，並探討兩個模型的動態合作過程與均衡。團體成員的組織位階差異經常出現在以合作為導向的任務小組中，在社會學中，位階差異可以促進小團體合作的論點已在理論上得到驗證，並通過行為科學實驗得到實證證實。但是與小型任務相比，合作在更廣泛的環境中具有重要意義⼀特別是在多個領導者並存的環境中。社會群體中的多元領導現象可以用組織和文化社會學的理論來解釋。然而，多重領導拉平了地位等級，進而影響了組織動員合作的能力。本演講運用演化賽局模型，展現階級不平等可以有效促進具有多個領導者的團隊合作。我們的模型提供了一個理論解釋，說明為什麼團體存在多個領導者是合作甚至是組織生存的關鍵。最後，我們會將合作模型延伸至任意階層的動態模型。  ℹ️講者簡介 講者為中央研究院社會學研究所助研究員，於美國北卡大學教堂山分校取得數學博士學位。講者的研究領域為：複雜系統、計算社會學、賽局理論、機器學習，主要關注的研究主題為：社會網絡分析、演化賽局中的社會困境與合作、社會科學量化方法。,2021-10-29T06:22:46+0000,2021-10-29T07:46:37+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_3383034398620051,📣📣📣本所「第六屆博士後學者論壇」即將召開，歡迎有興趣的朋友踴躍報名參加​🥳🥳🥳 ​ ​ 📍會議主題：跨越邊界：穿透結構的多元視野 📍會議時間：2021年11月22日（一）​ 📍會議地點：社會所802會議室（中研院人文館南棟8樓）​ 📍報名期間：即日起至2021年11月17日（三），23時59分。​ 📍報名方式：https://forms.gle/HPVkimYLjZqYrTFf6 📍聯  絡  人：梁雅惠，as0200802@gate.sinica.tw​ 📍主辦單位：中央研究院社會學研究所​ ​ ​ 🤩本屆論壇簡介📖​ 當代社會中各種現象的影響要素，並非如其表面呈現般的單一，而是在其背後的各種不同要素之間相互作用下的結果，使得文化、政治、科技、宗教、教育等看似不同的議題領域的邊界也不盡然如此絕對，面對社會變遷過程中不斷出現的新議題，對於眼前之所見的成因解釋，似乎也必須嘗試跨越各研究領域邊界進行理解，才能更具穿透性地了解構成眼前所見事件的結構推力。第六屆中央研究院社會學研究所博士後學者論壇，針對現象成因的持續探問，如日常生活中所使用到的科技成果，是否只因科技研發與創新？宗教團體的出現與形成，仙佛神靈是否是其主要構成的要素？在政府主導的國民教育之外，人們又受到何種形式的教育，並且影響著個人未來的職涯發展？而以「政治中的科學與科技」、「宗教中的政治與文化」與「人力的流動和投資：市場與制度的觀點」為主題，嘗試進行奠基在學理基礎上的詮釋與理解，並期待透過與現場與會的學者討論，豐富各主題的論述深度與推進文獻及理論架構的視野。​ ​​ ​ 📣活動注意事項👀​ 1️⃣因應防疫措施，與會前兩週內如曾有呼吸道症狀或發燒者，請避免參加活動，您可在本臉書粉絲頁收看直播。 2️⃣室內如無法保持 1.5 公尺之社交距離，請全程配戴口罩。（來賓請先自備口罩） ​ 3️⃣進入會議室前，請先以酒精消毒手部。,2021-10-26T01:56:21+0000,2021-11-12T07:03:05+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
